institution,urls,articletype,retractiondate,retractiondoi,originalpaperdate,originalpaperdoi,retractionnature,reason,notes,rorids,rornames,rorcountries,rorregions,container,publisher,prefix,funder
"['School of Economics & Management, Tongji University, Shanghai, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],proceedings-article,10/30/2009 0:00,10.1109/ICMSS.2009.5300832,9/20/2009 0:00,10.1109/ICMSS.2009.5300832,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']","Date of retraction unknown, estimated from conference date.",[],[],[],[],2009 International Conference on Management and Service Science,IEEE,10.1109,None
"[""Electronics & Telecommunication, MKSSS's Cummins College of Engineering for Women, Pune, INDIA""]",[],proceedings-article,2/8/2018 0:00,10.1109/ICCSP.2017.8286783,4/6/2017 0:00,10.1109/ICCSP.2017.8286783,Retraction,"['+Concerns/Issues about Referencing/Attributions'
 '+Date of Article and/or Notice Unknown' '+Euphemisms for Plagiarism'
 '+Investigation by Journal/Publisher' '+Plagiarism of Article']",None,[],[],[],[],2017 International Conference on Communication and Signal Processing (ICCSP),IEEE,10.1109,None
"['Catalysts and Organic Synthesis Research Laboratory, Department of Chemistry, Iran University of Science and Technology, 1684613114 Tehran, Iran'
 'Protein Chemistry Laboratory, Department of Medical Biotechnology, Biotechnology Research Center, Pasteur Institute of Iran, Tehran, Iran'
 'Advanced Chemical Studies Lab, Department of Chemistry, K. N. Toosi University of Technology, Tehran, Iran'
 'Department of Inorganic Chemistry, Faculty of Chemistry, University of Tabriz, Tabriz, Iran'
 'Department of Chemistry, Iran University of Science and Technology, 1684613114 Tehran, Iran'
 'Department of Biotechnology, School of Medicine, Semnan University of Medical Sciences, Semnan, Iran'
 'Drug Design and Bioinformatics Unit, Department of Medical Biotechnology, Biotechnology Research Center, Pasteur Institute of Iran, Tehran, Iran'
 'Endocrinology and Metabolism Research Center, Endocrinology and Metabolism Clinical Sciences Institute, Tehran University of Medical Sciences, Tehran, Iran']",[],journal-article,1/6/2025 0:00,10.1038/s41598-024-84474-1,4/13/2022 0:00,10.1038/s41598-022-10212-0,Retraction,"['+Concerns/Issues About Data' '+Duplication of/in Image'
 '+Investigation by Journal/Publisher'
 '+Lack of IRB/IACUC Approval and/or Compliance'
 '+Objections by Author(s)'
 '+Original Data and/or Images not Provided and/or not Available'
 '+Unreliable Results and/or Conclusions']",None,['https://ror.org/01jw2p796'],[None],['Iran'],['Tehran'],Scientific Reports,Springer Science and Business Media LLC,10.1038,None
"['Peter MacCallum Cancer Centre, East Melbourne'
 'University of Melbourne, Parkville, Victoria'
 'Queensland Institute of Medical Research'
 'School of Medicine, University of Queensland, Herston, Queensland, Australia'
 'Juntendo University School of Medicine, Tokyo, Japan'
 'Peter MacCallum Cancer Centre, East Melbourne'
 'University of Melbourne, Parkville, Victoria']",['https://retractionwatch.com/?s=%22Mark+Smyth%22'],journal-article,8/11/2023 0:00,10.1200/JCO.23.01358,10/13/2014 0:00,10.1200/JCO.2013.51.3572,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Investigation by Third Party' '+Unreliable Data'
 '+Unreliable Results and/or Conclusions']",Mark J Smyth has institutional finding of misconduct;,[],[],[],[],Journal of Clinical Oncology,American Society of Clinical Oncology (ASCO),10.1200,None
"['Department of Traditional Chinese Medicine, Affiliated Hospital of North Sichuan Medical College, Nanchong, Jiangxi 637000, China'
 'Department of Hepatobiliary Surgery, Affiliated Hospital of North Sichuan Medical College, Nanchong, Jiangxi 637000, China']","['https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/05/02/hindawi-shuttering-four-journals-overrun-by-paper-mills/']",journal-article,6/21/2023 0:00,10.1155/2023/9757181,6/16/2022 0:00,10.1155/2022/7531190,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Human Subject Welfare'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party'
 '+Lack of IRB/IACUC Approval and/or Compliance'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],Scanning,Wiley,10.1155,None
"['Department of General Surgery, Jinling Hospital, School of Medicine, Nanjing University, Nanjing, Jiangsu']",['http://retractionwatch.com/2015/03/26/biomed-central-retracting-43-papers-for-fake-peer-review/'],journal-article,3/26/2015 0:00,10.1186/s13000-015-0238-8,10/21/2013 0:00,10.1186/1746-1596-8-172,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Misconduct by Third Party']",None,[],[],[],[],Diagnostic Pathology,Springer Science and Business Media LLC,10.1186,None
"['College of Computer and Information Engineering, Xinxiang University, Xinxiang, China'
 'School of Information Engineer, Henan Institute of Science and Technology, Xinxiang, China'
 'School of Computer Science and Tehcnology, Wuhan University of Tehcnology, Wuhan, 430074, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],proceedings-article,9/7/2010 0:00,10.1109/ICICCI.2010.125,6/22/2010 0:00,10.1109/ICICCI.2010.125,Retraction,"['+Breach of Policy by Author' '+Investigation by Journal/Publisher'
 '+Notice - Limited or No Information']",None,['https://ror.org/05qvskn85'],[None],['China'],['Chongqing'],2010 International Conference on Intelligent Computing and Cognitive Informatics,IEEE,10.1109,None
"['Buraimi University College, Oman University of Manouba, Tunisia']",[],journal-article,3/1/2014 0:00,10.7575/aiac.ijalel.v.3n.1p.181,1/1/2014 0:00,10.7575/aiac.ijalel.v.3n.1p.181,Retraction,"['+Investigation by Journal/Publisher' '+Plagiarism of Article'
 '+Taken from Dissertation/Thesis']",None,[],[],[],[],International Journal of Applied Linguistics &amp; English Literature,Australian International Academic Centre,10.7575,None
"['Hepatobiliary and Enteric Surgery Research Center, Xiangya Hospital, Central South University, Changsha, China'
 'China-America Cancer Research InstituteGuangdong Medical College, Dongguan, China'
 'Institute of Biomedical Engineering, Xiangya School of Medicine, Central South University, Changsha, China']",['http://retractionwatch.com/2015/11/13/a-bacterium-may-be-anti-fungal-but-its-not-anti-retraction/'],journal-article,10/8/2015 0:00,10.1007/s00253-015-6994-2,2/15/2015 0:00,10.1007/s00253-015-6453-0,Retraction,"['+False/Forged Authorship' '+Investigation by Journal/Publisher'
 '+Lack of Approval from Third Party' '+Misconduct by Author']",2/8/2017,[],[],[],[],Applied Microbiology and Biotechnology,Springer Science and Business Media LLC,10.1007,None
"['Endocrine Metabolism Department, Anhui Provincial Children’s Hospital, Hefei 23000, Anhui, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",journal-article,8/9/2023 0:00,10.1155/2023/9842184,9/14/2022 0:00,10.1155/2022/2862682,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",See also: https://pubpeer.com/publications/54A206D5040542746A98ED237E2208,[],[],[],[],Evidence-Based Complementary and Alternative Medicine,Hindawi Limited,10.1155,Clinical Application of Electronic Ketone Meter in Children with Type 1 Diabetic Ketoacidosis
"['Humanities Management College, HUST, Wuhan China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],proceedings-article,6/16/2011 0:00,10.1109/ICEBEG.2011.5881551,5/6/2011 0:00,10.1109/ICEBEG.2011.5881551,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']","Date of retraction unknown, estimated from conference date.",[],[],[],[],2011 International Conference on E-Business and E-Government (ICEE),IEEE,10.1109,None
"['Department of Endodontics, School of Dentistry, Aichi Gakuin University, Nagoya, Aichi 464-8651, Japan'
 'Department of Medicinal Biochemistry, School of Pharmacy, Aichi Gakuin University, Nagoya 464-8650, Japan']",['http://retractionwatch.com/2020/09/25/no-original-data-stem-cell-researchers-in-japan-up-to-nine-retractions/'],journal-article,10/30/2020 0:00,10.1016/j.yexcr.2020.112349,9/4/2014 0:00,10.1016/j.yexcr.2014.08.004,Retraction,"['+Concerns/Issues About Data' '+Concerns/Issues About Image'
 '+Date of Article and/or Notice Unknown'
 '+Unreliable Results and/or Conclusions']",Retraction found 10/30/2020; notice published on 11/28/2020;,[],[],[],[],Experimental Cell Research,Elsevier BV,10.1016,"Ministry of Education, Culture, Sports, Science and Technology"
"['School of Management, China University of Mining & Technology, Xuzhou 221116'
 'School of Management, Hebei University of Economics & Business, Shijiazhuang 050061, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],proceedings-article,6/16/2011 0:00,10.1109/ICEBEG.2011.5887050,5/6/2011 0:00,10.1109/ICEBEG.2011.5887050,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']","Date of retraction unknown, estimated from conference date.",[],[],[],[],2011 International Conference on E-Business and E-Government (ICEE),IEEE,10.1109,None
"['Key Laboratory of Resource Biology and Biotechnology in Western China, College of Life Science, Northwest University, China'
 'College of Pharmacy, Shaanxi University of Chinese Medicine, China']",[],journal-article,5/11/2017 0:00,10.1186/s12906-017-1767-3,3/3/2014 0:00,10.1186/1472-6882-14-82,Retraction,"['+Euphemisms for Plagiarism' '+Investigation by Company/Institution'
 '+Plagiarism of Image' '+Results Not Reproducible'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],BMC Complementary and Alternative Medicine,Springer Science and Business Media LLC,10.1186,None
"['Teacher Development Center, Zhejiang Ocean University, Zhoushan 316000, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],proceedings-article,10/25/2010 0:00,10.1109/ICEIT.2010.5607652,9/17/2010 0:00,10.1109/ICEIT.2010.5607652,Retraction,"['+Breach of Policy by Author' '+Investigation by Journal/Publisher'
 '+Notice - Limited or No Information']",None,[],[],[],[],2010 International Conference on Educational and Information Technology,IEEE,10.1109,None
"['Department of Mechanical Engineering, Amirkabir University of Technology, Tehran, Iran']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],proceedings-article,6/17/2010 0:00,10.1109/ICCET.2010.5486165,4/16/2010 0:00,10.1109/ICCET.2010.5486165,Retraction,"['+Breach of Policy by Author' '+Investigation by Journal/Publisher'
 '+Notice - Limited or No Information']",None,[],[],[],[],2010 2nd International Conference on Computer Engineering and Technology,IEEE,10.1109,None
"['School of Physical Education, Hunan First Normal University, Changsha 410205, Hunan, China'
 'College of Physical Education, Huzhou University, Huzhou 314000, Zhejiang, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",journal-article,9/27/2023 0:00,10.1155/2023/9784620,9/2/2022 0:00,10.1155/2022/9106594,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review'
 '+Informed/Patient Consent - None/Withdrawn'
 '+Investigation by Journal/Publisher' '+Investigation by Third Party'
 '+Lack of IRB/IACUC Approval and/or Compliance' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",See also: https://pubpeer.com/publications/46ED117A7E7EC2FB8EF09987B8C664,[],[],[],[],Evidence-Based Complementary and Alternative Medicine,Wiley,10.1155,Huzhou University
"['350 Wholers Hall University of Illinois at Urbana-Champaign Champaign, Il 61820, USA']","['http://retractionwatch.com/2017/04/10/first-retraction-appears-embattled-food-researcher-brian-wansink/'
 'http://retractionwatch.com/?s=brian+wansink']",journal-article,4/10/2017 0:00,10.1111/joss.12259,11/1/2002 0:00,10.1111/j.1745-459X.2002.tb00360.x,Retraction,"['+Duplication of/in Article' '+Euphemisms for Duplication'
 '+Investigation by Company/Institution' '+Objections by Third Party']",None,[],[],[],[],Journal of Sensory Studies,Wiley,10.1111,None
"['Department of Information Technology, Thiagarajar College of Engineering, Madurai, India'
 'Department of Computer Science and Engineering, PTR College of Engineering and Technology, Madurai, India'
 'School of Computing Science and Engineering, Galgotias University, Noida, India'
 'School of Business, Stevens Institute of Technology, Hoboken, NJ, USA']",[],journal-article,4/29/2024 0:00,10.1007/s00521-024-09876-8,11/30/2018 0:00,10.1007/s00521-018-3915-1,Retraction,"['+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions' '+Fake Peer Review'
 '+Investigation by Journal/Publisher' '+Objections by Author(s)'
 '+Rogue Editor' '+Unreliable Results and/or Conclusions']",None,[],[],[],[],Neural Computing and Applications,Springer Science and Business Media LLC,10.1007,None
"['Laboratorio de Aminoácidos Excitadores, Instituto Nacional de Neurología y Neurocirugía, Manuel Velasco Suárez, S.S.A. Insurgentes Sur # 3877, México, D.F. 14269, Mexico'
 'Neurochemistry Laboratory, Division of Neurotoxicology, National Center for Toxicological Research/FDA, Jefferson, AR 72079, USA'
 'Division of Biochemical Toxicology, National Center for Toxicological Research/FDA, Jefferson, AR 72079, USA']",[],journal-article,9/29/2024 0:00,10.1016/j.neulet.2024.138001,3/9/2010 0:00,10.1016/j.neulet.2010.03.007,Retraction,"['+Concerns/Issues About Data' '+Concerns/Issues About Image'
 '+Duplication of/in Image']",None,[],[],[],[],Neuroscience Letters,Elsevier BV,10.1016,None
"['Department of Hand Surgery, Affiliated Hospital of Nantong University, Nantong, Jiangsu, China']",[],journal-article,6/1/2023 0:00,10.1142/S2424835523930013,5/5/2023 0:00,10.1142/S2424835523300013,Retraction,['+Duplication of Content through Error by Journal/Publisher' '+Removed'],None,[],[],[],[],The Journal of Hand Surgery (Asian-Pacific Volume),World Scientific Pub Co Pte Ltd,10.1142,None
